Time,adservice-7f9ccc87b8-csgsn,cartservice-67f67cb78b-c6gw6,checkoutservice-57cbb6967f-6vh6l,currencyservice-5f5b6f6f65-6kl5h,emailservice-676fd9f49-94vnt,frontend-544f674869-4xtb7,loadgenerator-5697d6ddc5-54vhh,paymentservice-5879d4f457-pgw5r,productcatalogservice-85969c6bc9-skcqw,recommendationservice-7b8f5965f9-6xkrx,redis-cart-74594bd569-4t74w,shippingservice-85bbdc889f-7hzfx,adservice-7f9ccc87b8-csgsn,cartservice-67f67cb78b-c6gw6,checkoutservice-57cbb6967f-6vh6l,currencyservice-5f5b6f6f65-6kl5h,emailservice-676fd9f49-94vnt,frontend-544f674869-4xtb7,loadgenerator-5697d6ddc5-54vhh,paymentservice-5879d4f457-pgw5r,productcatalogservice-85969c6bc9-skcqw,recommendationservice-7b8f5965f9-6xkrx,redis-cart-74594bd569-4t74w,shippingservice-85bbdc889f-7hzfx,adservice-7f9ccc87b8-csgsn,cartservice-67f67cb78b-c6gw6,checkoutservice-57cbb6967f-6vh6l,currencyservice-5f5b6f6f65-6kl5h,emailservice-676fd9f49-94vnt,frontend-544f674869-4xtb7,loadgenerator-5697d6ddc5-54vhh,paymentservice-5879d4f457-pgw5r,productcatalogservice-85969c6bc9-skcqw,recommendationservice-7b8f5965f9-6xkrx,redis-cart-74594bd569-4t74w,shippingservice-85bbdc889f-7hzfx,adservice-7f9ccc87b8-csgsn,cartservice-67f67cb78b-c6gw6,checkoutservice-57cbb6967f-6vh6l,currencyservice-5f5b6f6f65-6kl5h,emailservice-676fd9f49-94vnt,frontend-544f674869-4xtb7,loadgenerator-5697d6ddc5-54vhh,paymentservice-5879d4f457-pgw5r,productcatalogservice-85969c6bc9-skcqw,recommendationservice-7b8f5965f9-6xkrx,redis-cart-74594bd569-4t74w,shippingservice-85bbdc889f-7hzfx
2022/4/2 14:19,1.608231557,19.59198325,3.082225429,8.643568306,4.948374172,9.497948651,3.427444357,2.266303258,6.267285632,6.71505783,3.520611622,3.484868177,7.4765625,37.64038086,6.030273438,48.3581543,22.74780273,7.803344727,5.310821533,27.13928223,5.39855957,6.794270833,5.012512207,5.386352539,368.2086202,7022.679716,1647.442519,4068.543485,0,11823.65855,26037.59602,72.5415389,5777.184534,3986.677856,2934.07996,459.3205208,282.9538512,3861.17117,1559.073399,3457.013818,0,36480.04293,1275.969009,54.01839835,9410.439367,1068.925487,5943.373294,228.1553232
2022/4/2 14:19,1.608231557,19.59198325,3.082225429,7.416557395,4.948374172,9.058147324,3.427444357,2.266303258,6.267285632,6.660645503,3.523297495,3.616249788,7.4765625,37.64038086,6.030273438,48.3581543,22.74780273,7.803344727,5.310821533,27.13928223,5.39855957,6.794270833,5.012512207,5.39855957,369.5951883,7044.262771,1647.442519,4088.743928,0,11823.65855,25686.28626,72.5415389,5777.184534,3951.981116,2933.11921,459.3205208,282.1788544,3876.310515,1559.073399,3473.180084,0,36480.04293,1266.169977,54.01839835,9410.439367,1059.416625,5932.569015,228.1553232
2022/4/2 14:19,1.544086868,19.59198325,2.545696131,8.904609777,4.726902967,9.293273947,3.457785201,2.266303258,5.000142788,6.494579169,3.523297495,3.616249788,7.514322917,37.64038086,6.149291992,30.27038574,22.7935791,7.803344727,5.310821533,27.13928223,5.39855957,6.776909722,5.012512207,5.39855957,364.8081002,7044.262771,1472.62285,4088.743928,0,11490.39222,25686.28626,72.5415389,5737.86654,3863.329405,2933.11921,458.3515284,275.8602997,3876.310515,1396.288736,3473.180084,0,35409.96299,1266.169977,54.01839835,9345.552163,1035.827309,5932.569015,227.5400291
2022/4/2 14:19,1.544086868,16.55753491,3.18134692,8.904609777,4.726902967,9.293273947,3.457785201,2.608671994,5.228764372,6.494579169,3.508712946,3.616249788,7.514322917,37.64038086,6.149291992,30.27038574,22.7935791,7.803344727,5.310821533,26.73034668,5.39855957,6.776909722,5.062866211,5.39855957,364.3973035,7044.262771,1431.532716,4088.743928,0,11932.70558,25978.38715,71.44602306,5738.550572,3983.851754,2942.964939,455.4884657,272.7737151,3876.310515,1357.328529,3473.180084,0,36773.04087,1277.862249,53.22891042,9356.958855,1068.141494,5954.062349,225.1191275
2022/4/2 14:19,1.430589624,19.93331851,3.18134692,9.204086078,4.726902967,7.386488299,3.785157399,2.608671994,6.519557401,6.59671519,3.508712946,2.905220165,7.529947917,37.5,6.149291992,30.27038574,22.7935791,7.803344727,5.310821533,26.73034668,5.37109375,6.723090278,5.062866211,5.39855957,364.7158989,6803.307728,1483.381555,4042.587594,0,11932.70558,25978.38715,65.4672026,5763.036301,3990.374971,2951.530766,455.4884657,275.493954,3741.598302,1406.489758,3433.757518,0,36773.04087,1277.862249,48.82215748,9400.176346,1069.010291,5971.24359,225.1191275
2022/4/2 14:19,1.06408109,19.93331851,3.363837445,9.022326904,3.843810817,8.91489804,3.825088221,2.608671994,6.519557401,6.543191072,3.471665192,3.352307919,7.529947917,37.5,6.076049805,32.69958496,22.74780273,7.803344727,5.310821533,26.73034668,5.37109375,6.723090278,5.062866211,5.474853516,364.7158989,7046.565511,1483.381555,4017.3354,0,11932.70558,25867.40703,65.4672026,5763.036301,3990.374971,2951.530766,455.4194034,275.493954,3867.672421,1406.489758,3410.499541,0,36773.04087,1277.444166,48.82215748,9400.176346,1069.010291,5971.24359,224.9139203
2022/4/2 14:19,1.457519112,19.85071432,2.939424794,9.022326904,4.516860703,8.91489804,3.665275483,1.981960813,5.843020921,6.543191072,3.440993166,3.318441133,7.453125,37.5,6.076049805,32.69958496,22.74780273,7.803344727,5.310821533,26.84936523,5.37109375,6.723090278,5.062866211,5.474853516,365.681009,7046.565511,1432.531526,4017.3354,0,11788.3912,24943.47316,65.97768064,5742.730076,3985.598885,2951.530766,451.1056375,273.0435643,3867.672421,1358.275565,3410.499541,0,36297.31519,1234.49303,49.25675379,9369.442147,1068.863137,5971.24359,222.9964314
2022/4/2 14:19,1.457519112,19.97423399,3.051839564,8.398278556,4.516860703,9.030747329,3.665275483,2.307303413,6.312273969,6.438927604,3.440993166,3.52686023,7.453125,37.53051758,5.972290039,34.24682617,22.74780273,7.803344727,5.310821533,26.84936523,5.529785156,6.776909722,5.062866211,5.447387695,365.681009,7091.577116,1491.161131,3993.660684,0,11788.3912,25709.44661,68.33692246,5579.583216,3985.598885,2954.946837,451.1056375,273.0435643,3882.954495,1413.866076,3391.821066,0,36297.31519,1273.257718,51.01808568,9103.262988,1068.863137,5977.308153,222.9964314
2022/4/2 14:19,1.274011383,19.97423399,3.051839564,8.398278556,4.61681383,8.764253117,3.039628293,2.307303413,6.312273969,6.378262185,3.440993166,3.816350119,7.453125,37.53051758,5.972290039,34.24682617,22.81799316,7.803344727,5.310821533,26.84936523,5.529785156,6.776909722,5.062866211,5.447387695,366.3850903,7082.920302,1580.075378,3799.479076,0,11788.3912,25709.44661,68.33692246,5765.036626,3996.141101,2954.946837,446.8534758,272.4438606,3880.754927,1494.218472,3228.438209,0,36297.31519,1273.257718,51.01808568,9395.678496,1071.386295,5977.308153,221.3041848
2022/4/2 14:19,1.449930248,20.16389227,3.268968853,8.398278556,4.555593497,8.764253117,3.719627943,2.568842317,7.003952556,6.378262185,3.469923747,3.816350119,7.454427083,37.73193359,5.972290039,34.24682617,22.81799316,7.803344727,5.310821533,27.10266113,5.529785156,6.776909722,5.111694336,5.447387695,367.3047205,7082.920302,1580.075378,3898.050165,0,11562.3369,25709.44661,60.57153763,5786.49768,3978.794902,2945.511101,432.4956599,272.2260924,3880.754927,1494.218472,3314.765629,0,35481.61145,1273.257718,45.22489631,9431.170354,1066.57186,5974.028046,214.1934765
2022/4/2 14:19,1.449930248,20.16389227,2.654920295,6.193738328,4.555593497,8.630727097,3.719627943,2.552729506,6.548475638,5.417199813,3.469923747,3.820445095,7.454427083,37.73193359,5.972290039,36.23657227,22.81799316,7.803344727,5.310821533,27.10266113,5.44128418,6.776909722,5.111694336,5.520629883,367.3047205,7021.665047,1404.185824,3898.050165,0,11562.3369,24605.2005,61.33516508,5786.49768,3978.794902,2944.658299,437.8180918,272.2260924,3832.632757,1327.438535,3314.765629,0,35481.61145,1225.66379,45.81032299,9431.170354,1066.57186,5979.347106,217.0258391
2022/4/2 14:20,1.439655661,19.92589797,3.223892515,7.436724927,3.749076286,8.944825321,3.412513323,2.370309121,6.548475638,6.752375074,3.469923747,3.737829622,7.454427083,37.59460449,6.048583984,36.23657227,22.81799316,7.803344727,5.310821533,27.0111084,5.44128418,6.808159722,5.111694336,5.520629883,367.5829781,7021.665047,1360.113193,3898.050165,0,11562.3369,24962.44449,64.11102803,5294.338,3883.906478,2832.884129,437.8180918,271.2790753,3832.632757,1285.774741,3314.765629,0,35481.61145,1241.677272,47.88357376,8647.3065,1042.943359,5771.451161,217.0258391
2022/4/2 14:20,1.468662646,17.01110695,3.06236116,7.436724927,5.000142753,8.944825321,3.374379797,2.266079661,6.429095281,6.752375074,3.353606483,3.737829622,7.442708333,37.59460449,6.048583984,36.23657227,22.6348877,7.803344727,5.310821533,27.0111084,5.44128418,6.808159722,5.052185059,5.520629883,360.2773235,7021.665047,1425.418314,3761.924864,0,11416.96033,24627.87085,64.11102803,5537.512386,3883.906478,2929.952963,418.1228003,255.1213907,3832.632757,1347.51054,3191.019458,0,35001.03964,1220.041928,47.88357376,9068.449119,1042.943359,5967.993541,207.4110546
2022/4/2 14:20,1.468662646,19.78073586,2.738995835,7.436724927,5.000142753,8.324652869,3.374379797,2.266079661,6.134292788,6.752375074,3.353606483,2.927950027,7.442708333,37.74108887,6.036376953,36.23657227,22.6348877,7.803344727,5.310821533,27.0111084,5.596923828,6.808159722,5.052185059,5.310058594,360.2773235,6999.802147,1425.418314,3761.924864,0,11283.88479,24627.87085,59.81317952,5537.512386,3883.906478,2929.952963,407.2093436,255.1213907,3824.645824,1347.51054,3191.019458,0,34685.00363,1220.041928,44.6735746,9068.449119,1042.943359,5967.993541,201.9721904
2022/4/2 14:20,1.591412913,19.78073586,2.375873447,7.08274887,5.10794298,8.324652869,3.090133735,1.88674422,6.134292788,6.355674319,3.353606483,3.634270499,7.442708333,37.74108887,6.036376953,38.10119629,22.6348877,7.803344727,5.310821533,27.0111084,5.596923828,6.744791667,5.052185059,5.310058594,342.4359087,6994.196438,1409.423047,3749.740098,0,11275.30496,24458.4883,59.81317952,5537.512386,3813.109764,2929.952963,407.2093436,235.7590263,3803.537509,1333.100118,3177.94946,0,34679.5202,1208.892168,44.6735746,9068.449119,1025.653674,5967.993541,201.9721904
2022/4/2 14:20,1.542928581,19.78073586,2.375873447,7.08274887,4.855240267,8.233889059,3.090133735,2.56361603,6.134292788,6.355674319,3.339260474,3.634270499,7.498697917,37.74108887,6.036376953,38.10119629,22.69897461,7.803344727,5.310821533,27.18505859,5.596923828,6.744791667,5.152893066,5.310058594,352.6234348,6994.196438,1409.423047,3785.850219,0,11359.62872,24458.4883,60.40246532,5511.871489,3813.109764,2856.424989,418.7392421,242.7728971,3803.537509,1333.100118,3211.727695,0,34990.41651,1208.892168,45.15393718,9027.397356,1025.653674,5821.643685,207.4986903
2022/4/2 14:20,1.444370731,19.53576739,1.987365341,7.08274887,4.855240267,7.88868566,3.090133735,2.56361603,5.539267736,6.432226604,3.339260474,3.784958163,7.498697917,37.74414063,6.036376953,38.10119629,22.69897461,7.803344727,5.310821533,27.18505859,5.596923828,6.744791667,5.152893066,5.426025391,352.6234348,6994.196438,1422.794225,3785.850219,0,11359.62872,24531.57323,60.40246532,5511.871489,3813.109764,2949.25352,418.7392421,242.7728971,3803.537509,1345.697502,3211.727695,0,34990.41651,1208.867953,45.15393718,9027.397356,1025.653674,6010.83634,207.4986903
2022/4/2 14:20,1.444370731,19.53576739,2.814744417,7.358318557,4.607905535,7.88868566,2.894607061,2.391710938,5.546535672,6.359697941,3.499638494,3.627601382,7.498697917,37.74414063,5.917358398,40.06958008,23.43139648,7.803344727,5.310821533,27.29187012,5.346679688,6.821180556,5.168151855,5.426025391,354.9333852,7041.170554,1422.794225,3806.824622,0,11359.62872,24514.04652,59.83225237,5481.606654,3656.494909,2949.25352,418.7392421,239.9675312,3819.446797,1345.697502,3225.929198,0,34990.41651,1209.247803,44.72138273,9003.074331,982.827866,6010.83634,207.4986903
2022/4/2 14:20,1.665020526,17.2506117,2.814744417,7.358318557,4.607905535,8.131658972,2.894607061,2.086039313,5.546535672,6.359697941,2.986600552,3.627601382,7.459635417,37.74414063,5.917358398,40.06958008,23.43139648,7.803344727,5.310821533,27.29187012,5.346679688,6.821180556,5.168151855,5.426025391,344.423857,7041.170554,1481.469344,3806.824622,0,11369.48471,24622.34534,60.01482025,5481.606654,3813.510662,2949.25352,415.9337554,232.0978425,3819.446797,1402.246823,3225.929198,0,35088.81423,1214.209995,44.89960359,9003.074331,1026.410815,6010.83634,206.6048303
2022/4/2 14:20,1.665020526,15.52765733,2.629112212,7.837141635,4.607905535,8.076205954,2.894607061,2.086039313,5.744609752,5.948985632,3.534657152,3.510075479,7.459635417,37.74414063,5.917358398,40.06958008,23.43139648,7.803344727,5.310821533,27.29187012,5.49621582,6.821180556,5.102539063,5.450439453,350.286216,7138.672711,1451.919114,3806.824622,0,11415.71215,24622.34534,60.01482025,5462.387313,3849.038664,2979.455544,419.2628965,234.8699584,3868.413143,1373.929584,3225.929198,0,35187.31147,1214.209995,44.89960359,8973.294656,1035.758327,6089.439838,207.5149565
2022/4/2 14:20,1.665020526,19.84138705,2.629112212,8.372642897,4.206487186,8.076205954,3.22016999,1.990511042,5.744609752,5.948985632,3.534657152,3.510075479,7.459635417,37.64648438,5.917358398,30.26123047,23.43139648,7.803344727,5.310821533,27.32543945,5.49621582,6.821180556,5.102539063,5.450439453,350.286216,7138.672711,1503.307927,3869.309885,0,11415.71215,24858.69292,64.11564743,5497.994395,3849.038664,2979.455544,419.2628965,234.8699584,3868.413143,1422.558057,3281.803509,0,35187.31147,1222.3401,48.00485427,9017.910677,1035.758327,6089.439838,207.5149565
2022/4/2 14:20,1.717722517,20.06174775,3.407510009,8.372642897,4.46869159,8.264775703,3.22016999,2.048232444,5.744609752,6.157737256,3.230715104,3.387310735,7.4609375,37.64648438,6.118774414,30.26123047,22.90649414,7.803344727,5.310821533,27.32543945,5.49621582,6.779513889,5.152893066,5.749511719,350.286216,7138.672711,1503.307927,3869.309885,0,11370.23494,23775.75574,64.11564743,5497.994395,3854.99265,2979.455544,396.2977495,234.8699584,3868.413143,1422.558057,3281.803509,0,35036.67468,1169.793264,48.00485427,9017.910677,1035.37632,6089.439838,196.4433568
2022/4/2 14:20,1.717722517,20.06174775,3.407510009,8.939129022,4.46869159,8.557934812,3.22016999,2.048232444,6.024625416,6.157737256,3.683615648,3.585434272,7.4609375,37.64648438,6.118774414,30.26123047,22.90649414,7.803344727,5.310821533,27.32543945,5.419921875,6.779513889,5.152893066,5.749511719,341.0735244,6918.983105,1487.801032,3869.309885,0,11255.87373,24610.51639,61.65136392,5333.863825,3838.958853,2992.305212,419.8142393,231.6889317,3755.569041,1407.422895,3281.803509,0,34639.38705,1210.864403,46.19318834,8748.543463,1032.236529,6103.825895,208.5114814
2022/4/2 14:21,1.717722517,16.59775773,4.423387048,8.948612879,4.46869159,8.557934812,3.689948947,1.146799975,6.024625416,6.37421918,3.683615648,3.585434272,7.4609375,37.64648438,5.963134766,32.11975098,22.90649414,7.803344727,5.310821533,27.32543945,5.419921875,6.779513889,5.152893066,5.749511719,356.2920466,7147.692979,1391.593583,3851.422141,0,11255.87373,23835.23116,71.41941097,5481.612422,3838.958853,2992.305212,419.8142393,237.3424854,3879.710943,1316.991087,3267.18255,0,34639.38705,1172.719519,53.48917011,8990.879051,1032.236529,6103.825895,208.5114814
2022/4/2 14:21,1.769505431,20.52728827,4.423387048,8.948612879,4.678241937,7.14775356,3.689948947,2.091084121,6.024625416,6.594823197,3.753252143,3.754515819,7.450520833,37.80822754,5.963134766,32.11975098,22.84545898,7.803344727,5.310821533,26.90429688,5.419921875,6.789930556,5.099487305,5.422973633,343.4835509,7147.692979,1391.593583,3851.422141,0,11255.87373,24984.74906,71.41941097,5481.612422,3894.137454,2980.19802,419.8382001,231.992548,3879.710943,1316.991087,3267.18255,0,34639.38705,1233.937257,53.48917011,8990.879051,1046.385014,6067.287506,207.6050371
2022/4/2 14:21,1.769505431,20.87554016,4.292952428,8.948612879,4.678241937,9.998960293,3.609205795,2.091084121,6.104495896,6.594823197,3.753252143,3.603580089,7.450520833,37.80822754,5.963134766,32.11975098,22.84545898,7.803344727,5.310821533,26.90429688,5.511474609,6.789930556,5.099487305,5.422973633,355.968401,7177.316896,1591.337501,3867.747097,0,11530.58669,25144.52318,71.41941097,5273.598763,3894.137454,2997.869384,446.8774813,240.4249523,3915.335388,1507.74023,3279.55854,0,35550.14529,1238.708247,53.48917011,8648.465823,1046.385014,6101.118056,222.532537
2022/4/2 14:21,1.769505431,20.27688276,5.397754217,9.581015017,4.580743457,9.998960293,3.791569964,2.091084121,7.101852434,6.558393706,3.718714526,3.603580089,7.450520833,37.74414063,6.005859375,35.00366211,22.78137207,7.803344727,5.310821533,26.90429688,5.511474609,6.802951389,5.099487305,5.422973633,350.9696726,7157.552372,1591.337501,4011.667965,0,11530.58669,25144.52318,71.14443751,5638.023709,3852.539116,2997.869384,446.8774813,233.8470831,3914.851032,1507.74023,3415.316682,0,35550.14529,1238.708247,53.27303611,9207.748822,1034.902553,6101.118056,222.532537
2022/4/2 14:21,1.621686614,20.27688276,5.397754217,9.581015017,4.752914291,10.16530863,3.791569964,2.213980027,7.101852434,6.558393706,3.631020062,3.603580089,7.444010417,37.74414063,6.005859375,35.00366211,22.78137207,7.803344727,5.310821533,26.90429688,5.511474609,6.802951389,5.099487305,5.422973633,350.9696726,7157.552372,1591.337501,4013.527862,0,11545.4232,24997.42507,77.13545747,5638.023709,3852.539116,3013.409441,425.3632462,233.8470831,3914.851032,1507.74023,3419.939296,0,35568.30907,1237.512472,57.7301388,9207.748822,1034.902553,6134.850598,212.5163665
2022/4/2 14:21,1.621686614,19.98635007,5.397754217,9.044689767,4.752914291,10.16530863,3.711847471,2.408991457,7.156995582,6.558393706,3.22829455,3.613188168,7.444010417,37.74414063,6.005859375,36.65466309,22.78137207,7.803344727,5.310821533,27.2277832,5.648803711,6.802951389,5.099487305,5.364990234,352.9209597,7170.488732,1526.955218,4013.527862,0,11569.13888,24997.42507,72.97115302,5689.710346,3757.481595,3015.784252,450.8673393,235.4703823,3928.050042,1448.362451,3419.939296,0,35587.57895,1237.512472,54.64868647,9274.024305,1010.481274,6123.297556,226.9176968
2022/4/2 14:21,1.621686614,16.76838116,4.007131387,7.739272394,3.992610753,10.16530863,3.77076767,2.678249692,7.407460513,5.617297759,3.609726092,3.613188168,7.444010417,37.74414063,6.005859375,36.65466309,22.82714844,7.803344727,5.310821533,27.2277832,5.648803711,6.776909722,5.145263672,5.364990234,353.0889803,7172.187653,1733.709715,3875.074881,0,11569.13888,24886.80241,75.66972073,5689.710346,3882.464036,3015.784252,450.8673393,233.2086634,3918.038174,1639.929013,3301.96309,0,35587.57895,1231.839258,56.66966564,9274.024305,1043.0448,6123.297556,226.9176968
2022/4/2 14:21,1.555027393,20.23820949,5.152299849,8.918781208,4.759576909,10.35683081,3.77076767,2.678249692,7.407460513,6.818419104,3.609726092,3.613188168,7.51953125,37.96081543,6.018066406,36.65466309,22.82714844,7.803344727,5.310821533,27.2277832,5.648803711,6.776909722,5.145263672,5.364990234,354.9077606,7172.187653,1733.709715,4003.363915,0,11569.13888,24886.80241,77.58510928,5689.710346,3882.464036,3015.784252,444.9049968,234.6497591,3918.038174,1639.929013,3416.672273,0,35587.57895,1231.839258,58.06666965,9274.024305,1043.0448,6123.297556,223.2241323
2022/4/2 14:21,1.555027393,20.23820949,5.152299849,8.94522822,4.759576909,10.35683081,3.77076767,2.690595163,7.938509996,6.818419104,3.609830185,3.841386254,7.51953125,37.96081543,6.018066406,38.58642578,22.82714844,7.803344727,5.310821533,26.80358887,5.648803711,6.776909722,5.145263672,5.316162109,354.9077606,7025.164783,1797.986611,4003.363915,0,11490.88068,25057.79823,77.58510928,5692.180579,3882.464036,3027.32039,423.712369,234.6497591,3831.123973,1700.72901,3416.672273,0,35319.50766,1248.630387,58.06666965,9266.555812,1043.0448,6141.468738,212.0705605
